budget,revenue,id,original_title,title
0,0.0,42526,The Nightcomers,The Nightcomers
0,0.0,76200,Juste avant la nuit,Just Before Nightfall
0,0.0,346651,Pandemic,Pandemic
0,3460466.0,316000,Miles Ahead,Miles Ahead
20000000,0.0,263341,"Crouching Tiger, Hidden Dragon: Sword of Destiny","Crouching Tiger, Hidden Dragon: Sword of Destiny"
20000000,12639297.0,146198,Triple 9,Triple 9
140000000,150680864.0,205584,Gods of Egypt,Gods of Egypt
1400000,1320005.0,336808,El Abrazo de la Serpiente,Embrace of the Serpent
10721568,2978994.0,376869,नीरजा,Neerja
5000000,24804129.0,323677,Race,Race
0,0.0,367493,Providence,Providence
0,0.0,296879,Of Mind and Music,Of Mind and Music
15000000,108286421.0,333371,10 Cloverfield Lane,10 Cloverfield Lane
60000000,205754447.0,267860,London Has Fallen,London Has Fallen
150000000,1023784195.0,269149,Zootopia,Zootopia
35000000,23083334.0,279641,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot
0,0.0,258363,Desierto,Desierto
18500000,6490401.0,318850,The Young Messiah,The Young Messiah
0,0.0,378200,The Perfect Match,The Perfect Match
35000000,25182929.0,267193,Grimsby,Grimsby
0,0.0,287284,Swung,Swung
0,0.0,361263,Jesse Stone: Lost in Paradise,Jesse Stone: Lost in Paradise
0,0.0,367513,Chemsex,Chemsex
0,0.0,380565,Home Invasion,Home Invasion
0,0.0,20051,Dad's Army,Dad's Army
0,0.0,24569,Carry On Henry,Carry On Henry
0,0.0,17276,Carry On Up the Jungle,Carry On Up the Jungle
0,0.0,24571,Carry On Matron,Carry On Matron
0,0.0,60867,Zero. Alyvine Lietuva,Zero. Lilac Lithuania
300000,0.0,262199,Hannibal Buress: Live From Chicago,Hannibal Buress: Live From Chicago
0,0.0,19297,Carry On at Your Convenience,Carry On at Your Convenience
0,0.0,312804,James White,James White
0,0.0,19252,Carry On Abroad,Carry On Abroad
0,0.0,36718,Lagerfeld Confidential,Lagerfeld Confidential
0,0.0,29114,Satan's Cheerleaders,Satan's Cheerleaders
0,0.0,56418,La source des femmes,The Source
0,0.0,62717,Loki - Arnaldo Baptista,Loki - Arnaldo Baptista
0,0.0,202140,Siódmy pokój,Edith Stein: The Seventh Chamber
0,0.0,324978,Pirate's Passage,Pirate's Passage
0,0.0,200548,Fanie Fourie's Lobola,Fanie Fourie's Lobola
0,0.0,206292,El desierto,The Desert
0,138913.0,24654,What the Bleep! Down the Rabbit Hole,What the Bleep! Down the Rabbit Hole
0,0.0,51309,The Dhamma Brothers,The Dhamma Brothers
0,0.0,169798,Licks,Licks
0,0.0,98048,Dionysus in '69,Dionysus in '69
0,0.0,209251,Caníbal,Cannibal
0,0.0,73565,Burning Man,Burning Man
0,1113277.0,348674,Krigen,A War
8000000,0.0,164443,The Makeover,The Makeover
0,0.0,61314,Ho visto le stelle,Ho visto le stelle
0,0.0,282084,There's No Place Like Utopia,There's No Place Like Utopia
2000000,0.0,342381,Bad,Bad
1100000,0.0,92060,Michael Jackson's Thriller,Michael Jackson's Thriller
0,0.0,37793,Ghosts,Ghosts
0,0.0,273509,Blood Widow,Blood Widow
3000000,0.0,255278,Way of the Wicked,Way of the Wicked
0,0.0,368835,Murder Rap: Inside the Biggie and Tupac Murders,Murder Rap: Inside the Biggie and Tupac Murders
0,0.0,331745,Top Spin,Top Spin
0,0.0,286595,Marie Heurtin,Marie's Story
0,0.0,371007,Ticky Tacky,Ticky Tacky
0,0.0,36092,いま、会いにゆきます,Be With You
0,0.0,365187,Nannaku Prematho,Nannaku Prematho
1000000,0.0,360387,Blunt Force Trauma,Blunt Force Trauma
1730000,0.0,366249,Napapiirin sankarit 2,Lapland Odyssey 2
0,0.0,78340,Tout le monde n'a pas eu la chance d'avoir des parents communistes,Not Everybody's Lucky Enough to Have Communist Parents
0,0.0,257081,Submarine Patrol,Submarine Patrol
0,0.0,228647,Miracles For Sale,Miracles For Sale
0,0.0,87612,You Can't Get Away with Murder,You Can't Get Away with Murder
0,0.0,125414,The Final Member,The Final Member
0,0.0,168228,Some Call It Loving,Some Call It Loving
0,0.0,184260,Suramis tsikhe,The Suram Fortress
0,0.0,361183,Terug naar morgen,Sum of Histories
0,0.0,285307,พี่ชาย,My Bromance
0,0.0,287170,ใช่รักหรือเปล่า,Love's Coming
0,25049.0,97350,अग्नि वर्षा,Agnivarsha: The Fire and the Rain
0,0.0,254800,Breaking Through,Breaking Through
0,0.0,371003,Kill Game,Kill Game
11000000,0.0,373314,Misconduct,Misconduct
0,0.0,377853,"Les premiers, les derniers","The First, the Last"
0,0.0,37839,Bunker Palace Hôtel,Bunker Palace Hotel
0,0.0,56943,Il resto di niente,The Remains of Nothing
0,0.0,108476,Trashed,Trashed
0,0.0,159006,God Loves Uganda,God Loves Uganda
0,0.0,343043,Odyssey in Rome,Odyssey in Rome
0,30169.0,352162,Desde allá,From Afar
0,0.0,102707,Domingo de carnaval,Domingo de carnaval
0,0.0,73791,Come l'ombra,As the Shadow
0,0.0,381353,Rosalie Blum,Rosalie Blum
0,0.0,329809,L'Hermine,Courted
0,0.0,358403,Taj Mahal,Taj Mahal
0,0.0,336199,Asphalte,Macadam Stories
0,0.0,337107,La Vallée de l'amour,Valley of Love
0,0.0,315865,L'Ombre des femmes,In the Shadow of Women
0,0.0,352025,Un plus une,Un plus une
0,0.0,329682,Les Anarchistes,The Anarchists
0,0.0,330348,L'attesa,The Wait
0,0.0,342281,Une famille à louer,Family For Rent
0,24134.0,341392,Lolo,Lolo
0,0.0,24570,Carry On Loving,Carry On Loving
0,0.0,355264,The Fear of Darkness,The Fear of Darkness
0,0.0,367215,The Fear of 13,The Fear of 13
37000000,278300000.0,299824,寻龙诀,Mojin: The Lost Legend
0,0.0,76282,Trevor Noah: Crazy Normal,Trevor Noah: Crazy Normal
0,0.0,44637,Trevor Noah: The Daywalker,Trevor Noah: The Daywalker
0,0.0,86186,Perfect Body,Perfect Body
0,0.0,84865,Ma L'Amore... Sì,Ma L'Amore... Sì
0,0.0,359154,13 dies de octubre,13 days of October
0,0.0,33842,25 kilates,25 Carat
0,0.0,82157,Die Blindgänger,Die Blindgänger
0,0.0,124480,Aita,Father
0,0.0,157447,Prosecuting Casey Anthony,Prosecuting Casey Anthony
0,1119368.0,110395,Freddie as F.R.O.7.,Freddie as F.R.O.7.
0,0.0,43292,Tutte le donne della mia vita,Tutte le donne della mia vita
264000,0.0,211317,Standing Army,Standing Army
0,0.0,278514,Hungry,Hungry
0,0.0,100669,Shark Swarm,Shark Swarm
0,0.0,257450,Piranha Sharks,Piranha Sharks
0,0.0,165404,Humraaz,Humraaz
0,0.0,49518,Aap Mujhe Achche Lagne Lage,Aap Mujhe Achche Lagne Lage
0,0.0,166258,Road,Road
0,0.0,59372,Sur,Sur
0,0.0,117142,EK Chotti Si Love Story,EK Chotti Si Love Story
0,0.0,97437,Hum Kisi Se Kum Nahin,Hum Kisi Se Kum Nahin
350000,6100000.0,83902,ना तुम जानो ना हम,Na Tum Jaano Na Hum
0,0.0,134841,Makdee,Makdee
0,0.0,78827,Deewangee,Deewangee
0,0.0,20731,राज़,Raaz
0,0.0,159436,Jaani Dushman: Ek Anokhi Kahani,Jaani Dushman: Ek Anokhi Kahani
0,0.0,277751,Maine Dil Tujhko Diya,Maine Dil Tujhko Diya
0,0.0,20656,Saathiya,Saathiya
0,0.0,35907,Kaante,Kaante
0,0.0,19293,Carry On Again Doctor,Carry On Again Doctor
0,0.0,341050,Convergence,Convergence
0,0.0,354251,Southbound,Southbound
0,0.0,324803,Hangman,Hangman
0,0.0,363264,Mary Loss of Soul,Mary Loss of Soul
0,0.0,333350,A Faster Horse,A Faster Horse
0,0.0,257454,Give Us the Moon,Give Us the Moon
0,0.0,29212,The Weapon,The Weapon
0,0.0,56309,Carry on Admiral,Carry on Admiral
0,0.0,127688,Expresso Bongo,Expresso Bongo
0,0.0,93193,Jigsaw,Jigsaw
0,0.0,128866,Arachnia,Arachnia
0,0.0,161374,Tarantulas: The Deadly Cargo,Tarantulas: The Deadly Cargo
0,0.0,18044,Ogre,Ogre
0,0.0,4289,Dinocroc,Dinocroc
0,0.0,28346,Krocodylus,Blood Surf
0,0.0,90030,The Monster of Piedras Blancas,The Monster of Piedras Blancas
0,0.0,253282,She's Lost Control,She's Lost Control
0,0.0,307318,Stephen Fry Live: More Fool Me,Stephen Fry Live: More Fool Me
0,0.0,60389,बावर्ची,The Cook
0,0.0,329063,Мы не можем жить без космоса,We Can't Live Without Cosmos
300000,0.0,49991,The Devil At Your Heels,The Devil At Your Heels
450000,0.0,28509,Komodo vs. Cobra,Komodo vs. Cobra
0,0.0,109174,Silent Predators,Silent Predators
0,0.0,44548,Vipers,Vipers
0,0.0,44184,Venomous,Venomous
1000000,0.0,69075,The Snake King,Snakeman
0,0.0,29889,Silent Venom,Silent Venom
0,0.0,67320,Stanley,Stanley
0,0.0,86495,Oliver Sherman,Oliver Sherman
0,0.0,151062,Mad at the Moon,Mad at the Moon
0,0.0,27674,Wolves of Wall Street,Wolves of Wall Street
0,0.0,370168,Chicago Boys,Chicago Boys
0,0.0,58769,Die Konferenz der Tiere,Die Konferenz der Tiere
0,0.0,125087,Reggie's Prayer,Reggie's Prayer
0,0.0,74942,Soul of the Game,Soul of the Game
0,0.0,31907,Don King: Only in America,Don King: Only in America
0,0.0,288186,Passing Glory,Passing Glory
0,0.0,374618,Scrawl,Scrawl
0,0.0,71120,Final Impact,Final Impact
0,0.0,57568,เขี้ยวอาฆาต,The Intruder
10000000,0.0,47655,Hisss,Hisss
0,0.0,85512,Jaws of Satan,Jaws of Satan
0,0.0,27941,Lockjaw: Rise of the Kulev Serpent,Lockjaw: Rise of the Kulev Serpent
500000,0.0,28686,War Wolves,War Wolves
0,0.0,44385,Werewolf: The Devil's Hound,Werewolf: The Devil's Hound
0,0.0,96334,Wild Rebels,Wild Rebels
0,0.0,60825,Mr. St. Nick,Mr. St. Nick
0,0.0,298584,Cabin Fever,Cabin Fever
0,0.0,306547,Gluckauf,Son of Mine
0,0.0,379998,Den unge Zlatan,Becoming Zlatan
0,0.0,382436,"Vous êtes très jolie, mademoiselle","Vous êtes très jolie, mademoiselle"
0,0.0,190269,New York Nights,New York Nights
0,0.0,237433,Paris in Spring,Paris in Spring
0,0.0,63142,Silver Tongues,Silver Tongues
0,0.0,308409,Kollektivet,The Commune
0,0.0,379335,Love Records: Anna mulle Lovee,Love Records
0,0.0,89816,The Bear That Wasn't,The Bear That Wasn't
0,0.0,278051,Death Driver,Death Driver
0,0.0,57144,Faites sauter la banque!,Rob the Bank
0,0.0,46426,Traffic Signal,Traffic Signal
0,0.0,68720,Tammy and the Doctor,Tammy and the Doctor
0,0.0,351365,Tammy and the Millionaire,Tammy and the Millionaire
0,0.0,105465,The Art of Love,The Art of Love
0,0.0,67908,Programming The Nation?,Programming The Nation?
0,0.0,74558,The Sun Behind the Clouds: Tibet's Struggle for Freedom,The Sun Behind the Clouds: Tibet's Struggle for Freedom
5,0.0,286940,The Boxcar Children,The Boxcar Children
0,0.0,139820,Goltzius and the Pelican Company,Goltzius and the Pelican Company
0,0.0,67740,"Butcher, Baker, Nightmare Maker","Butcher, Baker, Nightmare Maker"
0,0.0,82028,Black Out,Black Out
3000000,0.0,354857,Regular Show: The Movie,Regular Show: The Movie
0,0.0,65707,Duelle,Duelle
0,0.0,82094,Krysař,The Pied Piper
0,0.0,367492,Bana Adını Sor,Bana Adını Sor
0,1632.0,100275,Eddie: The Sleepwalking Cannibal,Eddie: The Sleepwalking Cannibal
1800000,0.0,73800,熱浪球愛戰,Beach Spike
36000000,156844753.0,365222,葉問3,Ip Man 3
0,0.0,41188,Bhagam Bhag,Bhagam Bhag
0,2.0,118408,グスコーブドリの伝記,The Life of Guskou Budori
0,0.0,60604,ハナミズキ,Hanamizuki
0,0.0,44850,영어완전정복,Please Teach Me English
0,0.0,67327,ซามูไร อโยธยา,The Samurai of Ayothaya
0,0.0,23529,Cosas insignificantes,Cosas insignificantes
0,0.0,54769,Drei Männer im Schnee,Drei Männer im Schnee
0,0.0,20221,El rey de los huevones,El rey de los huevones
250,0.0,114922,Scrambled Beer,Scrambled Beer
12000000,0.0,182219,Les Profs,Serial Teachers
0,0.0,81666,Sing Sing,Sing Sing
0,0.0,290365,Projet-M,Project-M
0,0.0,46258,Das Haus in Montevideo,The House in Montevideo
0,0.0,225244,Hokuspokus,Hokuspokus
2000000,0.0,253395,Tumman veden päällä,Above Dark Waters
0,0.0,82153,Thunder and Mud,Thunder and Mud
0,0.0,77585,Balls to the Wall,Balls to the Wall
0,0.0,180363,We Sold Our Souls for Rock 'n Roll,We Sold Our Souls for Rock 'n Roll
0,0.0,203547,H.O.T. Human Organ Traffic,H.O.T. Human Organ Traffic
0,0.0,248543,Boa Sorte,Good Luck
0,0.0,56992,Mar nero,Black Sea
0,0.0,36301,The Tangerine Bear: Home in Time for Christmas!,The Tangerine Bear: Home in Time for Christmas!
0,0.0,60498,The Legend of the Candy Cane,The Legend of the Candy Cane
0,0.0,50934,Pinocchio's Christmas,Pinocchio's Christmas
0,0.0,126219,Kaze no naka no mendori,A Hen in the Wind
0,0.0,202172,The Conspiracy to Rule the World: From 911 to the Illuminati,The Conspiracy to Rule the World: From 911 to the Illuminati
0,0.0,278771,Infliction,Infliction
0,0.0,353609,Santa's Little Helper,Santa's Little Helper
0,0.0,208431,Η αγάπη έρχεται στο τέλος,Love in the End
0,0.0,331354,Requisitos para ser una persona normal,Requisitos para ser una persona normal
0,0.0,9321,Der Eisbär,The Polar Bear
0,0.0,183176,Lord Montagu,Lord Montagu
0,0.0,228204,Bayou Blue,Bayou Blue
0,0.0,257614,As the Palaces Burn,As the Palaces Burn
0,0.0,340881,About Scout,About Scout
0,0.0,382951,A Sunday Horse,A Sunday Horse
50000,0.0,216529,Doomed! The Untold Story of Roger Corman's The Fantastic Four,Doomed! The Untold Story of Roger Corman's The Fantastic Four
0,0.0,107587,El día que murió el silencio,The Day Silence Died
0,0.0,59944,君に届け,From Me To You
0,0.0,363185,Mastizaade,Mastizaade
0,0.0,150025,Anche per Django le carogne hanno un prezzo,Django's Cut Price Corpses
0,0.0,74831,Il plenilunio delle vergini,The Devil's Wedding Night
350000,0.0,148184,Who Killed Chea Vichea?,Who Killed Chea Vichea?
0,0.0,30909,Si muero antes de despertar,If I Should Die Before I Wake
0,0.0,114354,El río y la muerte,The River and Death
0,0.0,112631,Daniel & Ana,Daniel & Ana
0,0.0,234815,Las Poquianchis,Las Poquianchis
0,0.0,240628,Viento negro,Black Wind
1500000,0.0,258450,Sumas y restas,Addictions and Subtractions
0,0.0,312101,Partes usadas,Used Parts
0,0.0,186066,Mecánica Nacional,National Mechanics
0,0.0,82265,Las bicicletas son para el verano,Las bicicletas son para el verano
0,0.0,157153,La mujer de Benjamín,Benjamín's Wife
0,0.0,43953,Fuglekrigen i Kanøfleskoven,War of the Birds
0,0.0,128177,Elisa antes del fin del mundo,Elisa Before the End of the World
0,0.0,249368,Ciudad de Ciegos,Ciudad de Ciegos
0,0.0,119616,Mariposa negra,Black Butterfly
0,0.0,197790,猛龍煞星,Ninja USA
0,0.0,81524,Foreign Parts,Foreign Parts
0,0.0,185248,Pig,Pig
0,0.0,280901,Intimidades de Shakespeare y Víctor Hugo,Shakespeare and Victor Hugo's Intimacies
0,0.0,20205,Transmorphers Fall of Man,Transmorphers Fall of Man
0,0.0,203351,Atlantic Rim,Atlantic Rim
1000000,0.0,197624,AE: Apocalypse Earth,AE: Apocalypse Earth
0,0.0,24198,AVH: Alien vs. Hunter,AVH: Alien vs. Hunter
0,0.0,180935,Please Subscribe,Please Subscribe
0,0.0,179398,Please Kill Mr. Know It All,Please Kill Mr. Know It All
0,0.0,237200,Jerusalem,Jerusalem
0,0.0,273598,Pad Na Jou Hart,Road to Your Heart
0,0.0,354100,Becoming Bulletproof,Becoming Bulletproof
0,0.0,143983,"Ich, ein Groupie","Me, a Groupie"
0,0.0,373441,Jim: The James Foley Story,Jim: The James Foley Story
0,0.0,217172,Sing Your Way Home,Sing Your Way Home
0,0.0,100528,The War Against Mrs. Hadley,The War Against Mrs. Hadley
0,0.0,279634,Duburys,Vortex
0,0.0,334894,Nightmare Code,Nightmare Code
0,0.0,52236,First Ascent: The Series,First Ascent: The Series
0,0.0,166256,Main Madhuri Dixit Banna Chahti Hoon!,Main Madhuri Dixit Banna Chahti Hoon!
0,0.0,303398,Jaal: The Trap,Jaal: The Trap
0,0.0,295508,Calcutta Mail,Calcutta Mail
0,0.0,71064,Dhund: The Fog,Dhund: The Fog
0,0.0,362291,Chura Liyaa Hai Tumne,Chura Liyaa Hai Tumne
0,0.0,205211,Saaya,Saaya
0,0.0,318484,Qayamat: City Under Threat,Qayamat: City Under Threat
0,0.0,166225,Khel,Khel
0,0.0,71920,LOC: Kargil,LOC: Kargil
0,0.0,354547,Hawa,Hawa
0,0.0,41901,Ishq Vishk,Ishq Vishk
0,0.0,345426,Khushi,Khushi
0,0.0,101783,Zameen,Zameen
0,0.0,86576,Paap,Paap
0,0.0,46428,Gangaajal,Gangaajal
4000000,0.0,257087,The Veil,The Veil
0,0.0,217605,A sírásó,The Grave Digger
0,0.0,49098,Gadające głowy,Talking Heads
0,0.0,104548,修羅,Demons
0,0.0,313108,국제시장,Ode to My Father
0,0.0,382155,Pitbull. Nowe porządki,Pitbull. New Order
0,0.0,74919,Pitbull,Pitbull
0,0.0,139635,El hijo del cura,El hijo del cura
0,0.0,44528,The Matthew Shepard Story,The Matthew Shepard Story
0,0.0,127329,Jue se wu qi,Naked Soldier
0,0.0,85580,Flyin' Ryan,Flyin' Ryan
0,0.0,9939,The Chatroom,The Chatroom
0,0.0,379873,L'abbiamo fatta grossa,L'abbiamo fatta grossa
0,0.0,137269,Le cousin Jules,Cousin Jules
0,0.0,44239,The Alphabet,The Alphabet
0,0.0,20534,Murder,Murder
0,0.0,21665,ख़ाकी,Khakee
0,0.0,166027,Fida,Fida
0,0.0,117341,Madhoshi,Madhoshi
0,0.0,211105,Krishna Cottage,Krishna Cottage
0,0.0,115153,Kismat,Kismat
1300000,11000000.0,72051,Garv: Pride and Honour,Garv: Pride and Honour
0,0.0,361866,Rudraksh,Rudraksh
0,0.0,159069,Vaastu Shastra,Vaastu Shastra
0,0.0,127531,Deewaar: Let's Bring Our Heroes Home,Deewaar: Let's Bring Our Heroes Home
0,0.0,196852,Asambhav,Asambhav
0,0.0,135199,Ek Hasina Thi,Ek Hasina Thi
0,0.0,117099,Bardaasht,Bardaasht
0,0.0,336735,Lakeer - Forbidden Lines,Lakeer - Forbidden Lines
0,0.0,277229,Taarzan: The Wonder Car,Taarzan: The Wonder Car
0,0.0,232817,Plan,Plan
0,0.0,66702,Dil Ne Jise Apna Kahaa,Dil Ne Jise Apna Kahaa
0,0.0,103212,रक्त,Rakht
0,0.0,158780,Run,Run
0,0.0,184395,"In Youth, Beside the Lonely Sea","In Youth, Beside the Lonely Sea"
0,0.0,195557,Panorama of Eiffel Tower,Panorama of Eiffel Tower
0,0.0,195562,Eiffel Tower from Trocadero Palace,Eiffel Tower from Trocadero Palace
0,0.0,195535,Palace of Electricity,Palace of Electricity
0,0.0,195561,Champs de Mars,Champs de Mars
0,0.0,195653,Scene from the Elevator Ascending Eiffel Tower,Scene from the Elevator Ascending Eiffel Tower
0,0.0,195713,"Captain Nissen Going Through Whirlpool Rapids, Niagara Falls","Captain Nissen Going Through Whirlpool Rapids, Niagara Falls"
0,0.0,163111,Down the Hudson,Down the Hudson
0,0.0,195732,The Ghost Train,The Ghost Train
0,0.0,196044,"Panorama View, Street Car Motor Room","Panorama View, Street Car Motor Room"
0,0.0,202020,Melody on Parade,Melody on Parade
0,0.0,156529,La cartomancienne,La cartomancienne
0,0.0,184522,Pie in the Sky,Pie in the Sky
0,0.0,161898,Oil: A Symphony in Motion,Oil: A Symphony in Motion
0,0.0,303982,Vai Que Cola - O Filme,Vai Que Cola - O Filme
0,0.0,228184,Os Caras de Pau em O Misterioso Roubo do Anel,Os Caras de Pau em O Misterioso Roubo do Anel
0,0.0,153695,Nature Unleashed: Volcano,Nature Unleashed: Volcano
14000000,8306690.0,300602,Atrapa la bandera,Capture the Flag
0,0.0,258585,Arvon veli,Arvon veli
0,0.0,41093,Moszkva tér,Moszkva tér
0,0.0,53871,Glastonbury,Glastonbury
0,0.0,283424,The Eternity Man,The Eternity Man
0,0.0,57296,Oil City Confidential,Oil City Confidential
0,0.0,324317,The Ecstasy of Wilko Johnson,The Ecstasy of Wilko Johnson
1520000,0.0,23729,Blekingegadebanden,The Invicible Cell
0,0.0,258749,Todos están muertos,They Are All Dead
2000000,0.0,373878,Lusers,Lusers
0,0.0,371645,Hunt for the Wilderpeople,Hunt for the Wilderpeople
0,0.0,347064,Jurassic Prey,Jurassic Prey
0,0.0,347847,The Sand,The Sand
11000000,0.0,354110,Forsaken,Forsaken
0,0.0,20132,Kaal,Kaal
0,355962.0,97341,Deewane Huye Paagal,Deewane Huye Paagal
0,0.0,22429,Kyaa Kool Hai Hum,Kyaa Kool Hai Hum
0,0.0,20390,No Entry,No Entry
0,0.0,58725,Netaji Subhas Chandra Bose: The Forgotten Hero,Netaji Subhas Chandra Bose: The Forgotten Hero
0,0.0,39217,Maine Pyaar Kyun Kiya,Maine Pyaar Kyun Kiya
0,0.0,83903,Vaah! Life Ho Toh Aisi!,Vaah! Life Ho Toh Aisi!
500000,0.0,15978,Naina,Naina
0,0.0,40017,Kalyug,Kalyug
0,0.0,276387,Shikhar,Shikhar
0,0.0,20296,Chocolate: Deep Dark Secrets,Chocolate: Deep Dark Secrets
0,0.0,161212,Kyon Ki...,Kyon Ki...
0,0.0,181267,Celestial Subway Lines/Salvaging Noise,Celestial Subway Lines/Salvaging Noise
0,0.0,272220,Karam,Karam
0,0.0,301687,Tango Charlie,Tango Charlie
0,0.0,107391,L'ange,L'ange
0,0.0,49496,Aashiq Banaya Aapne,Aashiq Banaya Aapne
0,0.0,218150,Abendland,Nightfall
0,0.0,371442,Bad Roomies,Bad Roomies
0,0.0,220500,The Bed You Sleep In,The Bed You Sleep In
0,0.0,31364,Waqt: The Race Against Time,Waqt: The Race Against Time
0,0.0,129882,Phantom Love,Phantom Love
0,0.0,202253,Voci nel tempo,Voices Through Time
0,0.0,114006,Vostochnaya elegiya,Oriental Elegy
0,0.0,69346,Zeher,Zeher
0,0.0,21555,Socha Na tha,Socha Na tha
0,0.0,58302,Dus,Dus
0,0.0,97361,'D','D'
0,0.0,243416,Acéphale,Acéphale
0,0.0,237422,Avetik,Avetik
0,0.0,330430,Cómo pasan las horas,Cómo pasan las horas
0,0.0,140231,Elaan,Elaan
0,0.0,65719,"Baxter, Vera Baxter","Baxter, Vera Baxter"
0,0.0,20623,Page 3,Page 3
0,0.0,48318,Családi tűzfészek,Family Nest
0,0.0,129820,Csend és kiáltás,Silence and Cry
0,140.0,362812,Chaahat Ek Nasha...,Chaahat Ek Nasha...
0,0.0,170856,Deux fois,Deux fois
0,0.0,45886,Дни затмения,Days of Eclipse
0,0.0,118635,Elegiya dorogi,Elegy of a Voyage
0,0.0,281122,Ere erera baleibu icik subua aruaren,Ere erera baleibu icik subua aruaren
0,0.0,149094,Geschichte der Nacht,Story of Night
0,0.0,111988,Ο Μεγαλέξαντρος,Alexander the Great
0,0.0,249347,Пейза́ж,Landscape
0,0.0,278269,Poselenie,The Settlement
0,0.0,44351,Rabbits,Rabbits
0,0.0,46857,Somnambuul,Somnambulance
100,0.0,36224,Subconscious Cruelty,Subconscious Cruelty
0,0.0,88860,Trys dienos,Three Days
0,0.0,219693,Dopo quella notte,Dopo quella notte
0,0.0,86077,4 Elements,4 Elements
0,0.0,64225,L'amour par terre,Love on the Ground
0,0.0,47239,Angst vor der Angst,Fear of Fear
0,0.0,111248,Беловы,The Belovs
0,0.0,201639,Bloody Mondays & Strawberry Pies,Bloody Mondays & Strawberry Pies
0,0.0,44066,Dakhtaran-e khorshid,Daughters of the Sun
0,0.0,177564,Détruisez-vous,Destroy Yourselves
0,0.0,87394,Dogora,Dogora
0,0.0,217247,Dolina Issy,The Issa Valley
0,0.0,27598,"Du är inte klok, Madicken","You're Out of Your Mind, Madicken"
0,0.0,245324,Egomania - Insel ohne Hoffnung,Egomania: Island Without Hope
0,0.0,78547,Une femme d'extérieur,Une femme d'extérieur
0,0.0,73094,The Fool of the World and the Flying Ship,The Fool of the World and the Flying Ship
0,0.0,175380,Halbe Welt,Twilight Zone
0,0.0,129933,Hamaca paraguaya,Paraguayan Hammock
0,0.0,94807,Himlens hjärta,Heaven's Heart
0,0.0,71117,Mizu no Onna,Woman of Water
0,0.0,4747,Nathalie Granger,Nathalie Granger
0,0.0,178907,Одинокий голос человека,The Lonely Voice of Man
0,0.0,202662,Oldás és kötés,Cantata
0,0.0,20907,Ópium: Egy elmebeteg nö naplója,Opium: Diary of a Madwoman
0,0.0,74903,Őszi almanach,Almanac of Fall
0,0.0,80080,Ovoce stromu rajských jíme,Fruit of Paradise
0,0.0,31450,Pavee Lackeen: The Traveller Girl,Pavee Lackeen: The Traveller Girl
0,0.0,265845,Pink Ulysses,Pink Ulysses
2000,0.0,27671,Pop Skull,Pop Skull
0,0.0,138093,Predstavleniye,Revue
0,2800.0,69022,Прямохождение,Bipedalism
0,0.0,64404,Le révélateur,Le révélateur
0,0.0,149455,Криниця для спраглих,A Spring for the Thirsty
0,0.0,69917,Room,Room
0,0.0,126610,RR,RR
478000,0.0,84848,Sangre,Blood
0,0.0,52701,Smirennaya zhizn,A Humble Life
0,0.0,10749,Sophiiiie!,Sophiiiie!
0,0.0,131398,Spass ohne Grenzen,Fun Without Limits
0,0.0,62759,Stille dage i Clichy,Quiet Days in Clichy
0,0.0,336970,Syskonsalt,True Siblings
0,0.0,155052,Tikhiye stranitsy,Whispering Pages
0,0.0,92988,Die Totale Therapie,Die Totale Therapie
0,0.0,45204,Tussenstand,Stages
0,0.0,10500,Die Unberührbare,No Place to Go
0,0.0,101965,Undo,Undo
0,0.0,149727,ვედრება,The Plea
0,0.0,162877,Venus In Furs,Venus In Furs
0,0.0,49446,You Wont Miss Me,You Wont Miss Me
0,0.0,19008,Záhrada,The Garden
0,0.0,292533,زندان زنان,Women's Prison
0,0.0,108949,Insiang,Insiang
0,0.0,11869,"Quax, der Bruchpilot","Quax, der Bruchpilot"
0,0.0,128714,Tess of the D'Urbervilles,Tess of the D'Urbervilles
0,0.0,383725,Vergeef me,Forgive Me
0,0.0,45677,7 Ans,7 Years
0,0.0,8846,Allein,Alone
0,0.0,69019,The Amazing Mr. Bickford,The Amazing Mr. Bickford
0,0.0,94790,あしたの私のつくり方,How to Become Myself
0,0.0,84023,Beshkempir,The Adopted Son
0,0.0,101917,Bluebird,Bluebird
0,0.0,108639,Blush,Blush
0,0.0,80990,La bouche de Jean-Pierre,Parental Guidance
0,0.0,56487,Der Busenfreund,The Bosom Friend
0,0.0,66541,Chère inconnue,I Sent a Letter to My Love
0,0.0,65504,Chronopolis,Chronopolis
0,0.0,85904,La cicatrice intérieure,The Inner Scar
0,0.0,152653,Clubbed to Death,Clubbed to Death
0,0.0,185153,The Courtesans of Bombay,The Courtesans of Bombay
0,0.0,70503,Crepuscule,Crepuscule
0,0.0,121740,Detaljer,Details
0,0.0,46212,Drak sa vracia,Dragon's Return
25000,0.0,160960,Elevator Movie,Elevator Movie
0,0.0,33297,Elle s'appelle Sabine,Her Name Is Sabine
0,0.0,76547,Félix et Lola,Felix and Lola
0,0.0,83185,Filme de Amor,A Love Movie
0,0.0,182991,Finisterre,Finisterre
0,0.0,161361,The Forbidden Quest,The Forbidden Quest
0,0.0,376951,Francis Bacon,Francis Bacon
60,0.0,312399,玩具修理者,Toy Reanimator
